5.000000e-07,350559
1.500000e-06,36259
2.500000e-06,18020
3.500000e-06,11727
4.500000e-06,8330
5.500000e-06,6508
6.500000e-06,5112
7.500000e-06,4398
8.500000e-06,3806
9.500000e-06,3261
1.050000e-05,2883
1.150000e-05,2603
1.250000e-05,2310
1.350000e-05,2116
1.450000e-05,1929
1.550000e-05,1842
1.650000e-05,1684
1.750000e-05,1560
1.850000e-05,1479
1.950000e-05,1313
2.050000e-05,1286
2.150000e-05,1215
2.250000e-05,1131
2.350000e-05,1039
2.450000e-05,1027
2.550000e-05,934
2.650000e-05,897
2.750000e-05,830
2.850000e-05,803
2.950000e-05,741
3.050000e-05,754
3.150000e-05,675
3.250000e-05,664
3.350000e-05,625
3.450000e-05,573
3.550000e-05,546
3.650000e-05,556
3.750000e-05,518
3.850000e-05,505
3.950000e-05,456
4.050000e-05,443
4.150000e-05,431
4.250000e-05,440
4.350000e-05,379
4.450000e-05,374
4.550000e-05,400
4.650000e-05,339
4.750000e-05,331
4.850000e-05,338
4.950000e-05,331
5.050000e-05,305
5.150000e-05,288
5.250000e-05,275
5.350000e-05,268
5.450000e-05,257
5.550000e-05,260
5.650000e-05,235
5.750000e-05,250
5.850000e-05,255
5.950000e-05,228
6.050000e-05,217
6.150000e-05,200
6.250000e-05,186
6.350000e-05,213
6.450000e-05,192
6.550000e-05,191
6.650000e-05,208
6.750000e-05,183
6.850000e-05,166
6.950000e-05,160
7.050000e-05,151
7.150000e-05,149
7.250000e-05,166
7.350000e-05,140
7.450000e-05,137
7.550000e-05,137
7.650000e-05,153
7.750000e-05,126
7.850000e-05,125
7.950000e-05,137
8.050000e-05,139
8.150000e-05,131
8.250000e-05,130
8.350000e-05,127
8.450000e-05,107
8.550000e-05,119
8.650000e-05,117
8.750000e-05,112
8.850000e-05,95
8.950000e-05,98
9.050000e-05,108
9.150000e-05,104
9.250000e-05,107
9.350000e-05,122
9.450000e-05,91
9.550000e-05,105
9.650000e-05,92
9.750000e-05,88
9.850000e-05,98
9.950000e-05,88
1.005000e-04,90
1.015000e-04,104
1.025000e-04,82
1.035000e-04,82
1.045000e-04,88
1.055000e-04,72
1.065000e-04,72
1.075000e-04,67
1.085000e-04,69
1.095000e-04,84
1.105000e-04,66
1.115000e-04,66
1.125000e-04,74
1.135000e-04,76
1.145000e-04,71
1.155000e-04,65
1.165000e-04,54
1.175000e-04,60
1.185000e-04,64
1.195000e-04,61
1.205000e-04,50
1.215000e-04,46
1.225000e-04,57
1.235000e-04,50
1.245000e-04,42
1.255000e-04,54
1.265000e-04,44
1.275000e-04,46
1.285000e-04,54
1.295000e-04,50
1.305000e-04,57
1.315000e-04,58
1.325000e-04,44
1.335000e-04,33
1.345000e-04,33
1.355000e-04,41
1.365000e-04,43
1.375000e-04,35
1.385000e-04,30
1.395000e-04,45
1.405000e-04,31
1.415000e-04,29
1.425000e-04,47
1.435000e-04,47
1.445000e-04,38
1.455000e-04,31
1.465000e-04,36
1.475000e-04,29
1.485000e-04,32
1.495000e-04,45
1.505000e-04,33
1.515000e-04,33
1.525000e-04,35
1.535000e-04,30
1.545000e-04,30
1.555000e-04,27
1.565000e-04,34
1.575000e-04,19
1.585000e-04,27
1.595000e-04,26
1.605000e-04,24
1.615000e-04,21
1.625000e-04,25
1.635000e-04,34
1.645000e-04,23
1.655000e-04,26
1.665000e-04,22
1.675000e-04,23
1.685000e-04,15
1.695000e-04,22
1.705000e-04,23
1.715000e-04,21
1.725000e-04,19
1.735000e-04,21
1.745000e-04,15
1.755000e-04,25
1.765000e-04,24
1.775000e-04,20
1.785000e-04,18
1.795000e-04,20
1.805000e-04,15
1.815000e-04,18
1.825000e-04,12
1.835000e-04,24
1.845000e-04,17
1.855000e-04,13
1.865000e-04,15
1.875000e-04,14
1.885000e-04,22
1.895000e-04,14
1.905000e-04,15
1.915000e-04,16
1.925000e-04,20
1.935000e-04,12
1.945000e-04,18
1.955000e-04,18
1.965000e-04,21
1.975000e-04,13
1.985000e-04,8
1.995000e-04,14
